question_id,world_id,civilization,template,horizon,resolution_turn,ground_truth,observed_bin,n_participants,mean_individual_crps,mean_individual_mae,mean_individual_normalized_crps,mean_individual_normalized_mae,mean_individual_rps,crowd_crps,crowd_mae,crowd_normalized_crps,crowd_normalized_mae,crowd_rps,uniform_crps,uniform_mae,uniform_normalized_crps,uniform_normalized_mae,uniform_rps,crowd_minus_uniform_normalized_crps,mean_individual_minus_uniform_normalized_crps,crowd_prob_bin_1,crowd_prob_bin_2,crowd_prob_bin_3,crowd_prob_bin_4,crowd_prob_bin_5,crowd_p10,crowd_p25,crowd_p50,crowd_p75,crowd_p90
seed1327_cities_H1,seed1327,Italian Greek,cities,H1,90,10.0,2,10,5.380647421165407,9.45160301715855,0.1345161855291352,0.23629007542896377,0.13680807160455505,5.120198818879846,9.105734834700243,0.12800497047199616,0.22764337086750608,0.12530858947993806,5.279999999999999,10.0,0.13199999999999998,0.25,0.14999999999999997,-0.003995029528003818,0.002516185529135212,0.08859825009372077,0.2810487001751976,0.3357738034159324,0.19833576167745628,0.09624348463769297,8.324548731922167,12.594271378751543,19.105734834700243,25.79813245732845,31.848478546459372
seed1327_cities_H3,seed1327,Italian Greek,cities,H3,150,18.0,3,10,3.909871474609969,5.215815847437884,0.09774678686524922,0.1303953961859471,0.0960848884604584,3.3383473131942782,4.774078204959405,0.08345868282985695,0.11935195512398514,0.07362708210584845,3.6799999999999997,2.0,0.092,0.05,0.09999999999999999,-0.008541317170143045,0.005746786865249223,0.07043392371557056,0.1629180721807476,0.31490395715652036,0.2756146829205218,0.17612936402663967,9.451825491852258,16.422935405550515,22.774078204959405,29.855828718830274,35.457884013712786
seed1327_cities_H4,seed1327,Italian Greek,cities,H4,180,19.0,3,10,4.335244894442504,6.529888612567766,0.10838112236106259,0.16324721531419417,0.12793626290164276,3.913033236676869,6.379965486910173,0.09782583091692174,0.15949913717275432,0.10696805986554084,3.48,1.0,0.087,0.025,0.09999999999999999,0.010825830916921741,0.0213811223610626,0.10217457505587876,0.13372649589494728,0.2072926876756695,0.32931978031246023,0.22748646106104423,7.829736503063351,16.544116792821296,25.379965486910173,31.453089907503404,36.48330719872895
seed1327_cities_H6,seed1327,Italian Greek,cities,H6,240,22.0,3,10,4.0196454578697365,5.853879737299384,0.1004911364467434,0.1463469934324846,0.1445860786790189,3.4722078509130903,3.068381583841962,0.08680519627282726,0.07670953959604905,0.1086869652351719,3.6799999999999997,2.0,0.092,0.05,0.09999999999999999,-0.0051948037271727365,0.008491136446743403,0.1161681582379625,0.13283067256068135,0.21540475100344061,0.26654460343585307,0.26905181476206247,6.886568678839299,16.037182808519955,25.068381583841962,32.56648760474367,37.026595041897465
seed1327_techs_H1,seed1327,Italian Greek,techs,H1,90,19.0,2,10,5.457864749532336,7.256498593495511,0.0909644124922056,0.12094164322492518,0.11163167015004619,4.8205674528055535,5.41234686137728,0.08034279088009257,0.09020578102295466,0.0898133524548127,7.119999999999999,11.0,0.11866666666666666,0.18333333333333332,0.14999999999999997,-0.03832387578657409,-0.027702254174461052,0.16344212411374495,0.3276218723101304,0.26005301108714707,0.1412656974192151,0.10761729506976249,7.34204848662441,15.170406491211981,24.41234686137728,35.94845631636322,48.84937593699874
seed1327_techs_H3,seed1327,Italian Greek,techs,H3,150,35.0,3,10,5.652260703645594,8.55370130964032,0.0942043450607599,0.14256168849400536,0.0975852938254566,5.058971828198409,5.887007035144453,0.08431619713664015,0.09811678391907422,0.07151342544428195,5.919999999999999,5.0,0.09866666666666665,0.08333333333333333,0.09999999999999999,-0.0143504695300265,-0.004462321605906747,0.0939675280914002,0.2834891795633375,0.2876044458208427,0.18471831405013747,0.15022053247428213,12.255352472410765,18.604801163089423,29.112992964855547,41.51794857772673,52.01174446505547
seed1327_techs_H4,seed1327,Italian Greek,techs,H4,180,48.0,5,10,10.810161399955673,16.7880573099276,0.1801693566659279,0.27980095516546,0.33462352482834135,9.670792216984673,17.400216514622713,0.16117987028307787,0.2900036085770452,0.3184381652049203,9.720000000000002,18.0,0.16200000000000003,0.3,0.30000000000000004,-0.0008201297169221633,0.018169356665927866,0.08377062093420554,0.23119491537087936,0.3364373345365963,0.21069118127052594,0.13790594788779284,12.842373840605944,20.628012193043183,30.599783485377287,41.615638693394814,51.2984173751782
seed1327_techs_H6,seed1327,Italian Greek,techs,H6,240,55.0,5,10,12.478066329644648,19.841011244199567,0.2079677721607441,0.3306835207366594,0.25513904336070886,11.316963374101725,18.330490470490773,0.18861605623502875,0.3055081745081795,0.23277912577877158,14.320000000000002,25.0,0.2386666666666667,0.4166666666666667,0.30000000000000004,-0.05005061043163794,-0.030698894505922586,0.07050359946544812,0.19072761714789932,0.2216078514252317,0.30758514174996765,0.2095757902114531,13.855823565079973,23.293366103055444,36.66950952950923,46.422906533447296,54.27414779737083
seed1327_treasury_H1,seed1327,Italian Greek,treasury,H1,90,364.0,1,10,363.10496758348296,567.6980931560505,0.18155248379174146,0.28384904657802523,0.31775300058089345,316.76034745473817,552.58621890762,0.1583801737273691,0.27629310945381,0.28896089916105017,345.5999999999999,636.0,0.17279999999999995,0.318,0.3,-0.014419826272630859,0.008752483791741511,0.15725058221963606,0.26349513873077823,0.2719164573383575,0.18233798561693487,0.12499983609429334,254.37107726654355,540.7986776942084,916.58621890762,1325.783602395798,1679.9995804008404
seed1327_treasury_H3,seed1327,Italian Greek,treasury,H3,150,485.0,2,10,297.1796817549118,491.3154217430018,0.14858984087745591,0.2456577108715009,0.1522882231562495,259.7767811670891,444.65257413598476,0.12988839058354454,0.22232628706799237,0.12285075304438783,273.0,515.0,0.1365,0.2575,0.14999999999999997,-0.006611609416455472,0.012089840877455904,0.1360889688299337,0.29184510022130444,0.2223355191488177,0.19704768700658554,0.1526827247933586,293.92536620647627,556.1253296131246,929.6525741359848,1402.4492919759289,1738.0188226655237
seed1327_treasury_H4,seed1327,Italian Greek,treasury,H4,180,304.0,1,10,545.2231824020654,817.0660645465089,0.27261159120103273,0.40853303227325444,0.4153029854239746,509.0422164313189,810.7141483721525,0.25452110821565943,0.40535707418607625,0.39155748356479303,381.5999999999999,696.0,0.19079999999999994,0.348,0.3,0.06372110821565949,0.08181159120103279,0.08671830873311084,0.21144389962499444,0.2565347540755867,0.24213954278117145,0.20316349478513657,425.1257024495762,708.8889139038333,1114.7141483721525,1522.628902860049,1803.114235447153
seed1327_treasury_H6,seed1327,Italian Greek,treasury,H6,240,161.0,1,10,683.995697271754,968.5880236201889,0.341997848635877,0.48429401181009446,0.41566716470612336,624.53240130513,957.8097453403725,0.312266200652565,0.4789048726701863,0.38167356045285816,483.0,839.0,0.2415,0.4195,0.3,0.070766200652565,0.10049784863587702,0.11477318974829934,0.17627766263939668,0.2621615564345092,0.24469926718958496,0.20208832398820978,348.51344715365207,706.8495650032031,1118.8097453403725,1521.6807200739677,1802.066743834574
seed1976_cities_H1,seed1976,Afghani,cities,H1,90,32.0,5,10,7.907780085064751,12.490789516207421,0.19769450212661877,0.31226973790518553,0.3720284197801555,7.235572377810924,12.579513868477381,0.1808893094452731,0.3144878467119345,0.359952945642598,6.480000000000001,12.0,0.16200000000000003,0.3,0.30000000000000004,0.01888930944527306,0.03569450212661873,0.06707762719785954,0.2742962985348239,0.37100240882240815,0.18834347498370488,0.09928019046120351,8.9601988208517,13.335030003080181,19.42048613152262,25.598087343271693,31.969425666002664
seed1976_cities_H3,seed1976,Afghani,cities,H3,150,34.0,5,10,7.350837516100021,11.340986556205056,0.18377093790250051,0.28352466390512643,0.29198656581519095,6.486111055173315,11.292152061391668,0.16215277637933287,0.28230380153479173,0.27764012283675943,7.6800000000000015,14.0,0.19200000000000003,0.35,0.30000000000000004,-0.029847223620667163,-0.008229062097499518,0.07093951814354939,0.16584200971327778,0.3139230042806038,0.313116689216663,0.136178778645906,9.401839348507314,16.336858961284847,22.70784793860833,29.09191556313794,34.12536954762848
seed1976_cities_H4,seed1976,Afghani,cities,H4,180,15.0,2,10,5.470178481716685,8.570905465079253,0.13675446204291714,0.21427263662698134,0.24565176785862325,5.014002173589965,8.6632935002911,0.12535005433974913,0.2165823375072775,0.23169408987962556,4.279999999999999,5.0,0.10699999999999998,0.125,0.14999999999999997,0.01835005433974915,0.02975446204291715,0.06858350497996145,0.12462098776390818,0.3202753565364306,0.3009081500888954,0.1856120006308044,10.016770727547527,17.418666933861832,23.6632935002911,30.288168682698057,35.68993385513226
seed1976_cities_H6,seed1976,Afghani,cities,H6,240,19.0,3,10,5.025325059033281,7.453749094353141,0.12563312647583202,0.1863437273588285,0.14889510144392387,4.229881364391305,8.120653936534794,0.10574703410978263,0.20301634841336985,0.13037936303077846,3.48,1.0,0.087,0.025,0.09999999999999999,0.018747034109782637,0.03863312647583203,0.07731650027191798,0.08942730942516634,0.19549804507938776,0.3531519944861198,0.2846061507374081,10.029223499970223,19.406936995983035,27.120653936534794,32.97274498524349,37.189097994097395
seed1976_techs_H1,seed1976,Afghani,techs,H1,90,24.0,3,10,3.9799156274700676,4.215564748945596,0.06633192712450113,0.07025941248242659,0.11543733382771257,3.6563834941454796,2.3544943044126754,0.060939724902424657,0.039241571740211256,0.10018061293262004,6.119999999999999,6.0,0.102,0.1,0.09999999999999999,-0.04106027509757534,-0.03566807287549886,0.14300351950719328,0.4441402971617681,0.23942038419037334,0.09958048610984914,0.07385531303081612,8.39140186294253,14.890883295478204,21.645505695587325,32.162522195347144,44.849420444843794
seed1976_techs_H3,seed1976,Afghani,techs,H3,150,44.0,4,10,10.750943244552978,16.62707378335123,0.1791823874092163,0.27711789638918716,0.20890071168895336,9.67064124423334,18.02877952236302,0.16117735407055564,0.30047965870605037,0.18951144655952992,7.719999999999999,14.0,0.12866666666666665,0.23333333333333334,0.15000000000000002,0.03251068740388899,0.05051572074254965,0.07683164921888047,0.37781145373829156,0.27611460548867656,0.16230537371530068,0.10693691783885075,12.735870251212706,17.50015143482884,25.97122047763698,37.42267315840603,48.77843102034841
seed1976_techs_H4,seed1976,Afghani,techs,H4,180,46.0,4,10,7.603378640612584,12.12476682176947,0.12672297734354307,0.20207944702949115,0.11756246293447192,6.856024409676947,12.49102929766238,0.11426707349461579,0.20818382162770632,0.10088200261851944,8.520000000000003,16.0,0.14200000000000004,0.26666666666666666,0.15000000000000002,-0.027732926505384253,-0.015277022656456973,0.05685586704087638,0.17999483307269196,0.3320855324394776,0.28785507357271006,0.14320869387424404,14.87635809690379,24.47515348674799,33.50897070233762,43.54812198512327,51.620620455810055
seed1976_techs_H6,seed1976,Afghani,techs,H6,240,60.0,5,10,14.558012409603666,20.226075381108064,0.24263354016006108,0.33710125635180105,0.19448685156757844,13.534370696218042,19.790810140925075,0.22557284493696736,0.32984683568208456,0.17287591940695846,19.320000000000004,30.0,0.32200000000000006,0.5,0.30000000000000004,-0.0964271550630327,-0.07936645983993898,0.06008101450771546,0.11816975185298745,0.20689124165837977,0.327449212298996,0.2874087796819213,16.053726257319752,28.161562358899843,40.209189859074925,49.56190550852297,55.82476220340919
seed1976_treasury_H1,seed1976,Afghani,treasury,H1,90,901.0,3,10,177.9735420520855,269.94824571212166,0.08898677102604274,0.13497412285606084,0.12786758525860778,156.1227782299876,154.3588711259515,0.0780613891149938,0.07717943556297575,0.10000246631693008,183.79999999999998,99.0,0.0919,0.0495,0.09999999999999999,-0.013838610885006195,-0.002913228973957252,0.18919115549361856,0.35865201052851803,0.21629788032957536,0.1439079265877584,0.09195102706052961,211.4263740058885,467.8193265017777,746.6411288740485,1173.8489414132675,1577.6274368470959
seed1976_treasury_H3,seed1976,Afghani,treasury,H3,150,461.0,2,10,299.1873279243507,496.3316614721278,0.14959366396217535,0.24816583073606388,0.1446913567723283,267.25484482124006,478.65759418506104,0.13362742241062003,0.23932879709253052,0.12157166986033945,287.4,539.0,0.1437,0.2695,0.14999999999999997,-0.01007257758937996,0.005893663962175361,0.13466713876667163,0.263460382955256,0.2917778410047094,0.21139166364303905,0.09870297363032401,297.0286616789655,575.1046740912323,939.657594185061,1313.7124070792884,1597.5457379021982
seed1976_treasury_H4,seed1976,Afghani,treasury,H4,180,132.0,1,10,741.1970195934895,1024.893407000645,0.37059850979674475,0.5124467035003226,0.43394436496305744,712.4285493138519,1034.8548695231416,0.35621427465692596,0.5174274347615708,0.41167094510930113,512.0,868.0,0.256,0.434,0.3,0.10021427465692595,0.11459850979674474,0.0940860456391659,0.1626078162993699,0.2652887103586516,0.2658877228897922,0.2121297048130204,414.5477738903921,783.5337265062043,1166.8548695231416,1543.0281401858085,1811.4361209560088
seed1976_treasury_H6,seed1976,Afghani,treasury,H6,240,414.0,2,10,533.1396978311376,779.1806925388591,0.2665698489155688,0.3895903462694296,0.2584972860233868,465.6519178638889,813.0587560277716,0.23282595893194447,0.4065293780138858,0.2277742947210507,315.5999999999999,586.0,0.15779999999999997,0.293,0.14999999999999997,0.0750259589319445,0.10876984891556882,0.08494083730865704,0.14872794944062018,0.2455064357587637,0.30784530479650474,0.2129794726954544,440.5012312695278,826.6082038953471,1227.0587560277716,1551.8972331521934,1812.1884729370272
