participant_id,question_order,question_id,world_id,civilization,template,horizon,resolution_turn,ground_truth,bin_min,bin_max,bin_unit,prob_bin_1_pct,prob_bin_2_pct,prob_bin_3_pct,prob_bin_4_pct,prob_bin_5_pct,prob_sum_pct,response_time_ms
human_62b8d931,1,seed1976_treasury_H1,seed1976,Afghani,treasury,H1,90,901.0,0.0,2000.0,gold,4.67416602017066,54.9069045771916,29.7905352986811,8.06826997672613,2.54072924747865,99.98060512024814,85303
human_62b8d931,2,seed1976_treasury_H3,seed1976,Afghani,treasury,H3,150,461.0,0.0,2000.0,gold,4.86811481768812,19.6082234290147,35.3180760279286,24.844840961986,15.0504266873545,99.68968192397192,43370
human_62b8d931,3,seed1976_treasury_H4,seed1976,Afghani,treasury,H4,180,132.0,0.0,2000.0,gold,4.86811481768812,14.6625290923196,29.6935608999224,29.8875096974399,20.6749418153607,99.78665632273072,32602
human_62b8d931,4,seed1976_treasury_H6,seed1976,Afghani,treasury,H6,240,414.0,0.0,2000.0,gold,4.77114041892939,9.81380915438322,24.7478665632273,30.566330488751,29.8875096974399,99.7866563227308,26384
human_62b8d931,5,seed1976_cities_H1,seed1976,Afghani,cities,H1,90,32.0,0.0,40.0,cities,0.0193948797517329,24.844840961986,59.8525989138867,13.0139643134212,1.86190845616755,99.59270752521319,87838
human_62b8d931,6,seed1976_cities_H3,seed1976,Afghani,cities,H3,150,34.0,0.0,40.0,cities,0.0193948797517329,4.96508921644684,34.7362296353762,39.7788983708301,20.0930954228084,99.59270752521327,21019
human_62b8d931,7,seed1976_cities_H4,seed1976,Afghani,cities,H4,180,15.0,0.0,40.0,cities,0.310318076027916,2.63770364623738,25.0387897595035,42.1062839410396,30.0814584949573,100.17455391776569,26171
human_62b8d931,8,seed1976_cities_H6,seed1976,Afghani,cities,H6,240,19.0,0.0,40.0,cities,0.0193948797517329,2.44375484871993,18.2505818463925,34.6392552366175,44.7245927075252,100.07757951900686,21550
human_62b8d931,9,seed1976_techs_H1,seed1976,Afghani,techs,H1,90,24.0,0.0,60.0,techs,20.2870442203258,70.1318851823119,9.81380915438322,0.0193948797517329,0.116369278510453,100.36850271528311,93856
human_62b8d931,10,seed1976_techs_H3,seed1976,Afghani,techs,H3,150,44.0,0.0,60.0,techs,4.67416602017066,59.755624515128,30.178432893716,5.35298681148175,0.213343677269184,100.17455391776559,21965
human_62b8d931,11,seed1976_techs_H4,seed1976,Afghani,techs,H4,180,46.0,0.0,60.0,techs,2.15283165244374,50.4460822342901,34.9301784328937,10.1047323506594,2.83165244375483,100.46547711404178,250876
human_62b8d931,12,seed1976_techs_H6,seed1976,Afghani,techs,H6,240,60.0,0.0,60.0,techs,0.0193948797517329,35.1241272304112,40.0698215671063,19.9961210240496,5.25601241272302,100.46547711404185,28197
human_62b8d931,13,seed1327_treasury_H1,seed1327,Italian Greek,treasury,H1,90,364.0,0.0,2000.0,gold,4.67416602017066,49.8642358417378,29.5965865011637,9.91078355314196,5.74088440651667,99.78665632273079,34808
human_62b8d931,14,seed1327_treasury_H3,seed1327,Italian Greek,treasury,H3,150,485.0,0.0,2000.0,gold,5.06206361520557,19.511249030256,34.9301784328937,24.6508921644686,16.0201706749418,100.17455391776566,43858
human_62b8d931,15,seed1327_treasury_H4,seed1327,Italian Greek,treasury,H4,180,304.0,0.0,2000.0,gold,4.77114041892939,15.1474010861133,29.6935608999224,29.7905352986811,21.0628394103956,100.46547711404179,23141
human_62b8d931,16,seed1327_treasury_H6,seed1327,Italian Greek,treasury,H6,240,161.0,0.0,2000.0,gold,4.77114041892939,9.81380915438322,24.7478665632273,29.8875096974399,30.3723816912335,99.59270752521331,32821
human_62b8d931,17,seed1327_cities_H1,seed1327,Italian Greek,cities,H1,90,10.0,0.0,40.0,cities,0.310318076027916,30.0814584949573,54.7129557796742,13.2079131109387,1.95888285492628,100.2715283165244,35058
human_62b8d931,18,seed1327_cities_H3,seed1327,Italian Greek,cities,H3,150,18.0,0.0,40.0,cities,0.213343677269184,4.67416602017066,40.0698215671063,34.7362296353762,20.0930954228084,99.78665632273075,18567
human_62b8d931,19,seed1327_cities_H4,seed1327,Italian Greek,cities,H4,180,19.0,0.0,40.0,cities,0.310318076027916,2.63770364623738,29.7905352986811,40.0698215671063,27.6570985259891,100.4654771140418,23688
human_62b8d931,20,seed1327_cities_H6,seed1327,Italian Greek,cities,H6,240,22.0,0.0,40.0,cities,0.116369278510453,2.24980605120246,19.7051978277735,37.7424359968968,39.8758727695888,99.68968192397202,20334
human_62b8d931,21,seed1327_techs_H1,seed1327,Italian Greek,techs,H1,90,19.0,0.0,60.0,techs,24.7478665632273,65.4771140418929,9.52288595810704,0.213343677269184,0.116369278510453,100.07757951900687,135666
human_62b8d931,22,seed1327_techs_H3,seed1327,Italian Greek,techs,H3,150,35.0,0.0,60.0,techs,4.77114041892939,60.1435221101629,29.7905352986811,5.1590380139643,0.0193948797517329,99.88363072148942,18530
human_62b8d931,23,seed1327_techs_H4,seed1327,Italian Greek,techs,H4,180,48.0,0.0,60.0,techs,1.95888285492628,49.767261442979,34.833204034135,10.1047323506594,3.21955003878974,99.88363072148942,20986
human_62b8d931,24,seed1327_techs_H6,seed1327,Italian Greek,techs,H6,240,55.0,0.0,60.0,techs,0.0193948797517329,34.7362296353762,39.8758727695888,19.6082234290147,5.35298681148175,99.59270752521319,20785
human_a8c76b64,1,seed1327_treasury_H1,seed1327,Italian Greek,treasury,H1,90,364.0,0.0,2000.0,gold,7.1659144551561,14.1346929947154,17.8679672123365,25.58340059542,34.792143665552,99.54411892318,38656
human_a8c76b64,2,seed1327_treasury_H3,seed1327,Italian Greek,treasury,H3,150,485.0,0.0,2000.0,gold,13.3880381511912,14.6324628903982,13.6369230990326,14.6324628903982,43.2542318921598,99.54411892318001,24469
human_a8c76b64,3,seed1327_treasury_H4,seed1327,Italian Greek,treasury,H4,180,304.0,0.0,2000.0,gold,13.1391532033498,15.3791177339225,17.1213123688123,20.6057016385919,33.2988339785036,99.54411892318011,48808
human_a8c76b64,4,seed1327_treasury_H6,seed1327,Italian Greek,treasury,H6,240,161.0,0.0,2000.0,gold,11.6458435163014,17.8679672123365,20.3568166907505,25.58340059542,24.338975856213,99.7930038710214,12818
human_a8c76b64,5,seed1327_cities_H1,seed1327,Italian Greek,cities,H1,90,10.0,0.0,40.0,cities,13.6741973840666,18.6682520808561,20.332936979786,22.2354340071344,25.089179548157,100.0000000000001,23963
human_a8c76b64,6,seed1327_cities_H3,seed1327,Italian Greek,cities,H3,150,18.0,0.0,40.0,cities,7.9667063020214,9.8692033293698,19.3816884661118,21.7598097502973,40.7847800237812,99.7621878715815,14865
human_a8c76b64,7,seed1327_cities_H4,seed1327,Italian Greek,cities,H4,180,19.0,0.0,40.0,cities,14.3876337693222,15.3388822829964,17.4791914387634,17.9548156956005,34.8394768133175,100.0,30904
human_a8c76b64,8,seed1327_cities_H6,seed1327,Italian Greek,cities,H6,240,22.0,0.0,40.0,cities,13.9120095124851,17.4791914387634,22.94887039239,17.7170035671819,27.705112960761,99.7621878715814,38687
human_a8c76b64,9,seed1327_techs_H1,seed1327,Italian Greek,techs,H1,90,19.0,0.0,60.0,techs,12.7229488703924,12.9607609988109,17.0035671819263,26.0404280618312,31.5101070154578,100.2378121284186,50213
human_a8c76b64,10,seed1327_techs_H3,seed1327,Italian Greek,techs,H3,150,35.0,0.0,60.0,techs,5.58858501783591,12.7229488703924,19.3816884661118,29.1319857312723,32.9369797859691,99.76218787158152,256120
human_a8c76b64,11,seed1327_techs_H4,seed1327,Italian Greek,techs,H4,180,48.0,0.0,60.0,techs,10.820451843044,17.0035671819263,21.5219976218787,24.1379310344828,26.9916765755054,100.47562425683721,14041
human_a8c76b64,12,seed1327_techs_H6,seed1327,Italian Greek,techs,H6,240,55.0,0.0,60.0,techs,13.6741973840666,17.9548156956005,18.4304399524376,24.1379310344828,26.0404280618312,100.2378121284187,44606
human_a8c76b64,13,seed1976_treasury_H1,seed1976,Afghani,treasury,H1,90,901.0,0.0,2000.0,gold,8.16145424652172,10.6503037249358,14.3835779425568,23.3434360648474,43.0053469443184,99.54411892318012,9669
human_a8c76b64,14,seed1976_treasury_H3,seed1976,Afghani,treasury,H3,150,461.0,0.0,2000.0,gold,7.41479940299751,11.8947284641428,18.8635070037021,26.0811704911028,36.036568404759,100.2907737667042,12941
human_a8c76b64,15,seed1976_treasury_H4,seed1976,Afghani,treasury,H4,180,132.0,0.0,2000.0,gold,7.41479940299751,11.39695856846,11.6458435163014,31.5566393436137,38.0276479874903,100.0418888188629,16085
human_a8c76b64,16,seed1976_treasury_H6,seed1976,Afghani,treasury,H6,240,414.0,0.0,2000.0,gold,8.65922414220453,13.1391532033498,21.850126377799,28.5700199695169,28.0722500738341,100.29077376670433,9627
human_a8c76b64,17,seed1976_cities_H1,seed1976,Afghani,cities,H1,90,32.0,0.0,40.0,cities,10.820451843044,16.2901307966706,19.1438763376932,24.8513674197384,28.8941736028537,99.9999999999999,37143
human_a8c76b64,18,seed1976_cities_H3,seed1976,Afghani,cities,H3,150,34.0,0.0,40.0,cities,9.3935790725327,15.576694411415,16.7657550535077,26.0404280618312,32.461355529132,100.2378121284186,13702
human_a8c76b64,19,seed1976_cities_H4,seed1976,Afghani,cities,H4,180,15.0,0.0,40.0,cities,10.5826397146254,22.2354340071344,22.94887039239,24.3757431629013,19.3816884661118,99.5243757431629,34072
human_a8c76b64,20,seed1976_cities_H6,seed1976,Afghani,cities,H6,240,19.0,0.0,40.0,cities,9.63139120095125,15.576694411415,18.4304399524376,28.8941736028537,27.4673008323424,99.99999999999994,10363
human_a8c76b64,21,seed1976_techs_H1,seed1976,Afghani,techs,H1,90,24.0,0.0,60.0,techs,15.3388822829964,21.7598097502973,21.9976218787158,20.8085612366231,19.8573127229489,99.7621878715815,8703
human_a8c76b64,22,seed1976_techs_H3,seed1976,Afghani,techs,H3,150,44.0,0.0,60.0,techs,9.8692033293698,15.576694411415,20.332936979786,21.5219976218787,32.6991676575505,100.0,14669
human_a8c76b64,23,seed1976_techs_H4,seed1976,Afghani,techs,H4,180,46.0,0.0,60.0,techs,8.68014268727705,13.6741973840666,16.2901307966706,21.7598097502973,39.3579072532699,99.76218787158145,15699
human_a8c76b64,24,seed1976_techs_H6,seed1976,Afghani,techs,H6,240,60.0,0.0,60.0,techs,4.39952437574316,11.7717003567182,20.332936979786,21.0463733650416,41.973840665874,99.52437574316296,11400
human_4b5ba0fb,1,seed1327_treasury_H1,seed1327,Italian Greek,treasury,H1,90,364.0,0.0,2000.0,gold,18.9612715468995,32.3931049921648,36.4226550257444,6.4248936646519,5.75330199238864,99.95522722184924,36006
human_4b5ba0fb,2,seed1327_treasury_H3,seed1327,Italian Greek,treasury,H3,150,485.0,0.0,2000.0,gold,26.3487799417954,43.138571748377,21.6476382359525,4.63398253861653,3.73852697559884,99.50749944034027,46830
human_4b5ba0fb,3,seed1327_treasury_H4,seed1327,Italian Greek,treasury,H4,180,304.0,0.0,2000.0,gold,9.5589881352138,18.0658159838818,34.1840161182001,20.304454891426,17.3942243116185,99.5074994403402,51732
human_4b5ba0fb,4,seed1327_treasury_H6,seed1327,Italian Greek,treasury,H6,240,161.0,0.0,2000.0,gold,12.0214909335124,16.7226326393553,21.1999104544437,31.0499216476382,19.1851354376539,100.1790911126035,41448
human_4b5ba0fb,5,seed1327_cities_H1,seed1327,Italian Greek,cities,H1,90,10.0,0.0,40.0,cities,6.20102977389748,22.0953660174614,40.0044772778151,22.0953660174614,9.11126035370495,99.50749944034033,95772
human_4b5ba0fb,6,seed1327_cities_H3,seed1327,Italian Greek,cities,H3,150,18.0,0.0,40.0,cities,4.18625475710769,14.9317215133199,31.9453772106559,34.1840161182001,14.7078576225655,99.95522722184909,27889
human_4b5ba0fb,7,seed1327_cities_H4,seed1327,Italian Greek,cities,H4,180,19.0,0.0,40.0,cities,5.08171032012538,14.9317215133199,21.4237743451981,41.3476606223416,17.618088202373,100.40295500335797,28786
