setting,model,human_reference,model_normalized_crps,human_normalized_crps,model_minus_human_normalized_crps,diff_ci_low,diff_ci_high,descriptive_result,n_model_predictions,n_human_forecasts,n_human_questions,inference_note
primary_same_targets_same_horizons,anthropic/claude-sonnet-4-5-20250929,human_crowd_mean,0.3234946717171717,0.15426794520828188,0.16922672650888984,0.12508256904620305,0.21174026676251154,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-sonnet-4-5-20250929,human_individual,0.3234946717171717,0.17056939734890236,0.15292527436826936,0.12113271555498187,0.18645448073715504,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-sonnet-4-5-20250929,uniform_bins,0.3234946717171717,0.1522777777777778,0.17121689393939393,0.13396717234848485,0.20977850631313133,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-0709,human_crowd_mean,8.423230383838384,0.15426794520828188,8.268962438630101,1.1159888756464769,16.055954391604732,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-0709,human_individual,8.423230383838384,0.17056939734890236,8.25266098648948,1.18551560126337,17.568676262078704,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-0709,uniform_bins,8.423230383838384,0.1522777777777778,8.270952606060606,1.0188426106060609,17.587138459090905,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-sonnet-4-20250514,human_crowd_mean,0.30290636363636364,0.15426794520828188,0.14863841842808176,0.1058289362192723,0.19214717460099157,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-sonnet-4-20250514,human_individual,0.30290636363636364,0.17056939734890236,0.13233696628746128,0.1013101275943414,0.16755173310138183,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-sonnet-4-20250514,uniform_bins,0.30290636363636364,0.1522777777777778,0.15062858585858585,0.11112106818181819,0.1869178768939394,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-2407,human_crowd_mean,0.4021156060606061,0.15426794520828188,0.2478476608523242,0.16607179294722804,0.3407546064148937,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-2407,human_individual,0.4021156060606061,0.17056939734890236,0.23154620871170373,0.1563591509976469,0.31713503160872736,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-2407,uniform_bins,0.4021156060606061,0.1522777777777778,0.2498378282828283,0.1722970164141414,0.3468909981060606,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-4o,human_crowd_mean,0.2531743434343434,0.15426794520828188,0.09890639822606154,0.06186264440272093,0.13341089347328025,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-4o,human_individual,0.2531743434343434,0.17056939734890236,0.08260494608544106,0.05751455774719532,0.10713218232616928,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-4o,uniform_bins,0.2531743434343434,0.1522777777777778,0.10089656565656563,0.07189102462121214,0.13307122095959595,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-3-pro-preview,human_crowd_mean,0.3389935101010101,0.15426794520828188,0.1847255648927282,0.13360612793692206,0.23921757408496425,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-3-pro-preview,human_individual,0.3389935101010101,0.17056939734890236,0.16842411275210772,0.12571193077145923,0.2120472168278844,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-3-pro-preview,uniform_bins,0.3389935101010101,0.1522777777777778,0.1867157323232323,0.14267658459595964,0.2351768402777778,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o3-2025-04-16,human_crowd_mean,0.2585512121212121,0.15426794520828188,0.10428326691293024,0.06719166831251829,0.14243902416447926,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o3-2025-04-16,human_individual,0.2585512121212121,0.17056939734890236,0.08798181477230976,0.06063266657491224,0.1169580193749018,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o3-2025-04-16,uniform_bins,0.2585512121212121,0.1522777777777778,0.10627343434343434,0.07065981123737373,0.13820614267676765,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-4.1-2025-04-14,human_crowd_mean,0.3025991060606061,0.15426794520828188,0.1483311608523242,0.10952303671102742,0.18863950918323683,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-4.1-2025-04-14,human_individual,0.3025991060606061,0.17056939734890236,0.13202970871170372,0.10593547869475921,0.16210291739235164,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-4.1-2025-04-14,uniform_bins,0.3025991060606061,0.1522777777777778,0.1503213282828283,0.11398588005050506,0.18876869217171716,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-2411,human_crowd_mean,0.25750906565656567,0.15426794520828188,0.10324112044828379,0.0641012199764358,0.1369461591207038,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-2411,human_individual,0.25750906565656567,0.17056939734890236,0.08693966830766331,0.06246669447038427,0.111752400667437,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-2411,uniform_bins,0.25750906565656567,0.1522777777777778,0.10523128787878788,0.07213540972222224,0.1361067619949495,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5-2025-08-07,human_crowd_mean,0.28376444444444443,0.15426794520828188,0.12949649923616255,0.08939046220484598,0.1717101299792036,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5-2025-08-07,human_individual,0.28376444444444443,0.17056939734890236,0.11319504709554207,0.08326692410431195,0.14637098481155283,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5-2025-08-07,uniform_bins,0.28376444444444443,0.1522777777777778,0.13148666666666664,0.09653291729797979,0.16971715656565659,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.5-pro,human_crowd_mean,0.510665707070707,0.15426794520828188,0.3563977618624251,0.2729994833698754,0.4508141305901007,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.5-pro,human_individual,0.510665707070707,0.17056939734890236,0.34009630972180466,0.25982124711232785,0.42358963478739053,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.5-pro,uniform_bins,0.510665707070707,0.1522777777777778,0.35838792929292923,0.2723283797979798,0.45296970454545454,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5.1-2025-11-13,human_crowd_mean,0.34863227272727276,0.15426794520828188,0.19436432751899088,0.13744424259725715,0.2589506059981772,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5.1-2025-11-13,human_individual,0.34863227272727276,0.17056939734890236,0.1780628753783704,0.12886070347474612,0.23394662763364796,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5.1-2025-11-13,uniform_bins,0.34863227272727276,0.1522777777777778,0.19635449494949497,0.1427594393939394,0.25580895896464645,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/deepseek-ai/DeepSeek-V3,human_crowd_mean,0.31213679389312976,0.15426794520828188,0.15786884868484788,0.1150187791688786,0.19891632498099138,human_or_uniform_lower_error_ci_excludes_zero,655,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/deepseek-ai/DeepSeek-V3,human_individual,0.31213679389312976,0.17056939734890236,0.1415673965442274,0.11180667773216126,0.17359731374373363,human_or_uniform_lower_error_ci_excludes_zero,655,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
